Element	Ion	Isotope	lambda	r_lambda	loggf	e_loggf	r_loggf	gfflag	synflag	Labellow	Jlow	Elow	r_Elow	Labelup	Jup	Eup	r_Eup	Rad-damp	r_Rad-damp	Sta-damp	r_Sta-damp	Vdw-damp	r_Vdw-damp
Co	1	0	5369.5661	K08	-2.158		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	1.5	1.74	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	297.261	BA-J,BPM
Co	1	0	5369.5768	K08	-2.374		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	1.5	1.74	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	297.261	BA-J,BPM
Co	1	0	5369.5967	K08	-2.028		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	1.5	1.74	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	297.261	BA-J,BPM
Co	1	0	5369.6172	K08	-2.293		1999ApJS..122..557N	Y	U	'  LS                                                                       3p6.3d7.4s2 a4P'	1.5	1.74	K08	'  LS                                                                  3p6.3d8.(3F).4p y4D*'	2.5	4.049	K08	8.12	K08	-6.16	K08	297.261	BA-J,BPM
Fe	1	0	5369.9612	K07	0.536	0.022	BWL	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	4.0	4.371	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	5.0	6.68	K07	8.32	K07	-4.33	K07	916.279	BA-J,BPM
Fe	1	0	5373.7086	FMW	-0.71	0.03	2014MNRAS.441.3127R	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	3.0	4.473	K07	'  LS                                                                   3p6.3d7.(4F).4d f3F'	4.0	6.78	K07	8.14	K07	-4.95	K07	1044.282	BA-J,BPM
Fe	1	0	5376.8305	K07	-2.21	0.08	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 b1D'	2.0	4.294	K07	'  LS                                                                 3p6.3d7.(a2D).4p v3P*'	1.0	6.6	K07	8.26	K07	-5.79	K07	408.272	BA-J,BPM
Fe	1	0	5379.5736	K07	-1.514	0.046	BWL	Y	Y	'  LS                                                                       3p6.3d6.4s2 b1G'	4.0	3.695	K07	'  LS                                                                  3p6.3d7.(2G).4p z1H*'	5.0	5.999	K07	7.85	K07	-6.12	K07	363.249	BA-J,BPM
C 	1	0	5380.3252	K10	-1.615		1993A&AS...99..179H	Y	U	'  LS                                                                         2s2.2p.3s 1P*'	1.0	7.685	K10	'  LS                                                                          2s2.2p.4p 1P'	1.0	9.989	K10	8.69	K10	-5.65	K10		
Ti	2	0	5381.0216	WLSC	-1.97		2013ApJS..208...27W	Y	U	'  LS                                                                       3d3         b2D'	1.5	1.566	WLSC	'  LS                                                                      3d2.(3F).4p z2F*'	2.5	3.869	WLSC	8.15	K10	-6.59	K10	-7.85	K10
Fe	1	0	5383.3685	K07	0.645	0.022	BWL	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	5.0	4.313	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	6.0	6.615	K07	8.3	K07	-4.93	K07	836.278	BA-J,BPM
Ti	1	0	5384.6299	LGWSC	-2.77		2013ApJS..205...11L	Y	U	'  LS                                                                       3d3.(4F).4s a5F'	3.0	0.826	LGWSC	'  LS                                                             3d2.(3F).4s.4p.(1P*) y3F*'	3.0	3.128	LGWSC	7.99	K10	-6.08	K10	313.245	BA-J,BPM
Zr	1	0	5385.14	BGHL	-0.71		BGHL	Y	U	'  LS                                               4d2.5s2                             a3P'	2.0	0.519	BGHL	'  LS                                                  4d2.5s.(a2P).5p                 y1D*'	2.0	2.821	BGHL						
Fe	1	0	5385.5753	FMW	-2.87	0.08	MRW	U	U	'  LS                                                                       3p6.3d6.4s2 b1G'	4.0	3.695	K07	'  LS                                                         3p6.3d6.(3G).4s.4p.(3P*) v5H*'	4.0	5.996	K07	7.0	K07	-6.16	K07	399.236	BA-J,BPM
Fe	1	0	5386.3331	K07	-1.67	0.06	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p y5D*'	3.0	4.154	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).4d e5P'	2.0	6.456	K07	8.45	K07	-4.47	K07	930.278	BA-J,BPM
Fe	1	0	5389.4788	K07	-0.41		WBW|FMW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	3.0	4.415	K07	'  LS                                                                   3p6.3d7.(4F).4d f5G'	3.0	6.715	K07	8.32	K07	-4.63	K07	959.28	BA-J,BPM
Fe	1	0	5393.1672	K07	-0.719	0.017	BKK+2014MNRAS.441.3127R	Y	U	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	3.0	3.241	K07	'  LS                                                         3p6.3d6.(5D).4s.\ (6D).5s e5D'	4.0	5.539	K07	8.04	K07	-5.41	K07	791.237	BA-J,BPM
Mn	1	0	5394.6191	K07	-4.07		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Mn	1	0	5394.6539	K07	-4.143		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Mn	1	0	5394.683	K07	-4.23		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Mn	1	0	5394.7063	K07	-4.339		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Mn	1	0	5394.7237	K07	-4.485		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Mn	1	0	5394.7352	K07	-4.707		1984MNRAS.208..147B	Y	Y	'  LS                                                                           3d5.4s2 a6S'	2.5	0.0	K07	'  LS                                                             3d5.(6S).4s.4p.(3P*) z8P*'	3.5	2.298	K07	4.29	K07	-6.27	K07	219.252	BA-J,BPM
Fe	1	0	5395.2174	K07	-2.07	0.09	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	2.0	4.446	K07	'  LS                                                                   3p6.3d7.(4F).4d g5F'	1.0	6.743	K07	8.32	K07	-6.06	K07	995.281	BA-J,BPM
Fe	1	0	5397.1279	K07	-1.991	0.012	GESB79b+BWL	Y	U	'  LS                                                                   3p6.3d7.(4F).4s a5F'	4.0	0.915	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	4.0	3.211	K07	7.18	K07	-6.22	K07	238.249	BA-J,BPM
Fe	1	0	5398.2791	K07	-0.63	0.06	MRW	U	Y	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	2.0	4.446	K07	'  LS                                                                   3p6.3d7.(4F).4d f5G'	2.0	6.742	K07	8.33	K07	-4.82	K07	993.28	BA-J,BPM
Fe	1	0	5401.2665	K07	-1.82	0.08	MRW	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	6.0	4.32	K07	'  LS                                                                   3p6.3d7.(4F).4d e5H'	6.0	6.615	K07	8.34	K07	-4.93	K07	836.278	BA-J,BPM
Y 	2	0	5402.774	PN	-0.31		BBEHL	Y	U	'  LS                                                                        4d2        b1D'	2.0	1.839	PN	'  LS                                                                      4d.(2D).5p  z1F*'	3.0	4.133	PN					-7.74	K11
Fe	1	0	5405.7746	K07	-1.849	0.012	BKK+GESB79b+BWL	Y	Y	'  LS                                                                   3p6.3d7.(4F).4s a5F'	2.0	0.99	K07	'  LS                                                         3p6.3d6.(5D).4s.4p.(3P*) z5D*'	1.0	3.283	K07	7.14	K07	-6.22	K07	242.247	BA-J,BPM
Fe	1	0	5406.7747	K07	-1.62	0.12	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	4.0	4.371	K07	'  LS                                                                   3p6.3d7.(4F).4d f3D'	3.0	6.664	K07	8.31	K07	-4.24	K07	896.279	BA-J,BPM
Mn	1	0	5407.3279	K07	-2.814		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.3412	K07	-3.075		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.3528	K07	-2.895		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.3653	K07	-2.9		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.3811	K07	-2.83		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.398	K07	-2.708		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.4181	K07	-2.861		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.4394	K07	-2.523		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.4642	K07	-3.043		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Mn	1	0	5407.4901	K07	-2.352		1984MNRAS.208..147B	Y	U	'  LS                                                                       3d6.(5D).4s a6D'	3.5	2.143	K07	'  LS                                                             3d5.(6S).4s.4p.(1P*) y6P*'	3.5	4.435	K07	8.61	K07	-6.01	K07	401.284	BA-J,BPM
Fe	1	0	5409.1332	K07	-1.2	0.05	MRW	U	U	'  LS                                                                  3p6.3d7.(4F).4p z5G*'	4.0	4.371	K07	'  LS                                                                   3p6.3d7.(4F).4d e3G'	5.0	6.663	K07	8.32	K07	-4.63	K07	895.279	BA-J,BPM
Cr	1	0	5409.784	WLHK	-0.67		SLS	Y	U	'  LS                                                                           3d4.4s2 a5D'	4.0	1.03	WLHK	'  LS                                                                      3d5.(6S).4p z5P*'	3.0	3.321	WLHK	7.81	K10	-5.91	K10	329.262	BA-J,BPM
Fe	1	0	5410.9097	K07	0.398	0.022	BWL	Y	U	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	3.0	4.473	K07	'  LS                                                                   3p6.3d7.(4F).4d e3H'	4.0	6.764	K07	8.27	K07	-4.88	K07	1022.281	BA-J,BPM
Fe	2	0	5414.0698	K13	-3.58		2009A&A...497..611M	Y	U	'  LS                                                                       3d6.(3G).4s a4G'	3.5	3.221	K13	'  LS                                                                      3d6.(5D).4p z4D*'	3.5	5.511	K13	8.56	K13	-6.53	K13	185.303	BA-J,BPM
Fe	1	0	5415.1989	K07	0.643	0.022	BWL	Y	Y	'  LS                                                                  3p6.3d7.(4F).4p z3G*'	5.0	4.387	K07	'  LS                                                                   3p6.3d7.(4F).4d e3H'	6.0	6.675	K07	8.3	K07	-4.66	K07	910.279	BA-J,BPM
Nd	2	143	5416.372	MC	-0.963		MC	U	U	'  LS                                                            4f4.(5I).5d             6K'	5.5	0.859	MC	'                                                                                         *'	4.5	3.148	MC						
Nd	2	145	5416.3729	MC	-0.939		MC	U	U	'  LS                                                            4f4.(5I).5d             6K'	5.5	0.859	MC	'                                                                                         *'	4.5	3.148	MC						
