element	wave_A	wave_nm	loggf	EP	species	gamma	gamma6	vdW
22.0	5105.652	510.5652	-2.22	2.235	22.0	0.0	0.0	0.0
112.1	5105.664	510.5664	-0.249	0.527	112.00124	0.0	0.0	0.0
23.0	5105.707	510.57070000000004	-6.93	1.852	23.0	0.0	0.0	0.0
112.1	5105.733	510.5733	0.311	0.546	112.00124	0.0	0.0	0.0
20.0	5105.789	510.5789	-1.68	5.045	20.0	0.0	0.0	0.0
106.1	5105.791	510.57910000000004	-12.165	1.826	106.00113	0.0	0.0	0.0
106.1	5105.823	510.58230000000003	-8.975	2.01	106.00112	0.0	0.0	0.0
25.1	5105.889	510.5889	-5.06	6.128	25.1	0.0	0.0	0.0
24.0	5105.892	510.5892	-4.05	4.407	24.0	0.0	0.0	0.0
112.1	5105.957	510.5957	-0.605	0.516	112.00124	0.0	0.0	0.0
112.1	5105.977	510.5977	-2.583	0.516	112.00124	0.0	0.0	0.0
112.1	5106.032	510.6032	-1.124	0.508	112.00124	0.0	0.0	0.0
23.0	5106.061	510.60609999999997	-3.67	1.802	23.0	0.0	0.0	0.0
23.0	5106.09	510.60900000000004	-4.7	3.111	23.0	0.0	0.0	0.0
106.1	5106.125	510.6125	-6.793	1.539	106.00112	0.0	0.0	0.0
112.1	5106.173	510.6173	-0.867	0.512	112.00124	0.0	0.0	0.0
112.1	5106.188	510.6188	-2.663	0.512	112.00124	0.0	0.0	0.0
114.1	5106.199	510.6199	-2.64	1.478	114.00128	0.0	0.0	0.0
58.1	5106.217	510.6217	-1.75	1.278	58.1	0.0	0.0	0.0
23.1	5106.223	510.6223	-2.44	2.554	23.1	0.0	0.0	0.0
57.0	5106.236	510.6236	-0.83	0.331	57.0	0.0	0.0	0.0
112.1	5106.238	510.6238	0.655	0.586	112.00124	0.0	0.0	0.0
26.0	5106.239	510.62389999999994	-0.84	4.909	26.0	0.0	0.0	0.0
114.1	5106.312	510.6312	-2.64	1.478	114.00128	0.0	0.0	0.0
112.1	5106.369	510.63689999999997	0.655	0.585	112.00125	0.0	0.0	0.0
112.1	5106.405	510.6405	-3.301	0.586	112.00124	0.0	0.0	0.0
112.1	5106.425	510.64250000000004	-3.301	0.586	112.00124	0.0	0.0	0.0
26.0	5106.458	510.64579999999995	-2.56	4.603	26.0	0.0	0.0	0.0
25.1	5106.481	510.6481	-3.08	5.988	25.1	0.0	0.0	0.0
112.1	5106.486	510.6486	0.655	0.584	112.00126	0.0	0.0	0.0
24.0	5106.502	510.65020000000004	-4.15	4.189	24.0	0.0	0.0	0.0
112.1	5106.527	510.6527	-2.382	0.521	112.00124	0.0	0.0	0.0
112.1	5106.554	510.6554	-0.333	0.521	112.00124	0.0	0.0	0.0
106.1	5106.559	510.65590000000003	-5.204	0.985	106.00113	0.0	0.0	0.0
106.1	5106.566	510.65659999999997	-6.244	2.217	106.00113	0.0	0.0	0.0
106.1	5106.574	510.65739999999994	-10.12	2.221	106.00112	0.0	0.0	0.0
112.1	5106.592	510.65919999999994	0.669	0.586	112.00124	0.0	0.0	0.0
26.0	5106.624	510.6624	-3.95	4.281	26.0	0.0	0.0	0.0
23.0	5106.669	510.6669	-7.05	1.847	23.0	0.0	0.0	0.0
112.1	5106.724	510.67240000000004	0.669	0.585	112.00125	0.0	0.0	0.0
106.1	5106.767	510.6767	-7.142	2.059	106.00112	0.0	0.0	0.0
114.1	5106.769	510.67690000000005	-2.916	1.772	114.00128	0.0	0.0	0.0
112.1	5106.842	510.6842	0.669	0.585	112.00126	0.0	0.0	0.0
112.1	5106.87	510.687	0.16	0.19	112.00124	0.0	0.0	0.0
112.1	5106.977	510.6977	-2.087	0.19	112.00124	0.0	0.0	0.0
112.1	5106.998	510.6998	0.16	0.19	112.00125	0.0	0.0	0.0
106.1	5107.003	510.70029999999997	-9.009	2.01	106.00112	0.0	0.0	0.0
44.0	5107.066	510.7066	-1.54	1.588	44.0	0.0	0.0	0.0
25.1	5107.092	510.70919999999995	-1.48	7.376	25.1	0.0	0.0	0.0
112.1	5107.116	510.7116	0.16	0.189	112.00126	0.0	0.0	0.0
112.1	5107.215	510.7215	-2.266	0.516	112.00124	0.0	0.0	0.0
112.1	5107.235	510.72349999999994	-0.449	0.516	112.00124	0.0	0.0	0.0
22.0	5107.235	510.72349999999994	-5.01	1.748	22.0	0.0	0.0	0.0
106.1	5107.238	510.72380000000004	-1.403	1.57	106.00113	0.0	0.0	0.0
26.1	5107.245	510.7245	-3.96	6.204	26.1	0.0	0.0	0.0
106.1	5107.312	510.7312	-6.123	1.57	106.00113	0.0	0.0	0.0
112.1	5107.341	510.7341	0.182	0.19	112.00124	0.0	0.0	0.0
112.1	5107.347	510.7347	-0.346	0.375	112.00124	0.0	0.0	0.0
21.0	5107.358	510.73580000000004	-0.96	1.994	21.0	0.0	0.0	0.0
112.1	5107.387	510.7387	-1.788	0.375	112.00124	0.0	0.0	0.0
64.1	5107.4	510.73999999999995	-1.52	1.287	64.1	0.0	0.0	0.0
26.0	5107.447	510.7447	-3.1	0.989	26.0	0.0	0.0	0.0
106.1	5107.46	510.746	-0.923	1.57	106.00113	0.0	0.0	0.0
112.1	5107.47	510.747	0.182	0.19	112.00125	0.0	0.0	0.0
106.1	5107.489	510.74889999999994	-6.258	2.166	106.00112	0.0	0.0	0.0
112.1	5107.502	510.75020000000006	-2.162	0.512	112.00124	0.0	0.0	0.0
25.1	5107.507	510.75069999999994	-3.95	5.563	25.1	0.0	0.0	0.0
114.1	5107.511	510.75110000000006	-3.544	1.205	114.00128	0.0	0.0	0.0
112.1	5107.517	510.75169999999997	-0.673	0.512	112.00124	0.0	0.0	0.0
13.0	5107.52	510.75200000000007	-2.4	3.14	13.0	0.0	0.0	0.0
114.1	5107.529	510.75290000000007	-3.316	1.18	114.00128	0.0	0.0	0.0
69.0	5107.533	510.7533	-0.04	2.447	69.0	0.0	0.0	0.0
114.1	5107.546	510.75460000000004	-2.916	1.772	114.00128	0.0	0.0	0.0
26.0	5107.553	510.7553	-2.95	4.981	26.0	0.0	0.0	0.0
60.1	5107.57	510.75699999999995	-0.37	0.822	60.1	0.0	0.0	0.0
112.1	5107.589	510.7589	0.182	0.19	112.00126	0.0	0.0	0.0
26.0	5107.641	510.7641	-2.36	1.556	26.0	0.0	0.0	0.0
24.0	5107.674	510.7674	-4.81	0.982	24.0	0.0	0.0	0.0
112.1	5107.678	510.76779999999997	-1.686	0.206	112.00124	0.0	0.0	0.0
114.1	5107.686	510.7686	-2.806	1.714	114.00128	0.0	0.0	0.0
114.1	5107.709	510.7709	-2.806	1.714	114.00128	0.0	0.0	0.0
114.1	5107.734	510.77340000000004	-3.544	1.206	114.00128	0.0	0.0	0.0
23.1	5107.768	510.7768	-3.1	2.555	23.1	0.0	0.0	0.0
106.1	5107.872	510.78720000000004	-3.293	1.314	106.00112	0.0	0.0	0.0
42.0	5107.918	510.79179999999997	-2.15	3.393	42.0	0.0	0.0	0.0
13.0	5107.943	510.7943	-2.7	3.14	13.0	0.0	0.0	0.0
28.0	5107.943	510.7943	-1.89	4.534	28.0	0.0	0.0	0.0
114.1	5107.945	510.79449999999997	-3.316	1.18	114.00128	0.0	0.0	0.0
20.0	5107.945	510.79449999999997	-6.35	5.014	20.0	0.0	0.0	0.0
106.1	5107.981	510.7981	-7.5	1.314	106.00112	0.0	0.0	0.0
23.0	5107.995	510.79949999999997	-4.38	3.242	23.0	0.0	0.0	0.0
112.1	5108.068	510.8068	-0.306	0.375	112.00124	0.0	0.0	0.0
24.0	5108.075	510.8075	-5.31	0.968	24.0	0.0	0.0	0.0
106.1	5108.104	510.8104	-3.197	1.314	106.00112	0.0	0.0	0.0
21.0	5108.125	510.8125	-3.7	2.606	21.0	0.0	0.0	0.0
25.0	5108.125	510.8125	-3.35	4.791	25.0	0.0	0.0	0.0
106.1	5108.155	510.8155	-8.625	1.567	106.00112	0.0	0.0	0.0
26.0	5108.172	510.81719999999996	-3.61	3.981	26.0	0.0	0.0	0.0
112.1	5108.227	510.8227	0.262	0.525	112.00124	0.0	0.0	0.0
22.0	5108.261	510.82610000000005	-3.75	2.776	22.0	0.0	0.0	0.0
27.0	5108.295	510.8295	-1.15	4.229	27.0	0.0	0.0	0.0
112.1	5108.324	510.83239999999995	-3.01	0.525	112.00124	0.0	0.0	0.0
26.0	5108.397	510.8397	-2.09	4.555	26.0	0.0	0.0	0.0
22.0	5108.425	510.84250000000003	-1.47	3.548	22.0	0.0	0.0	0.0
106.1	5108.459	510.8459	-3.198	1.081	106.00112	0.0	0.0	0.0
25.1	5108.504	510.8504	-7.71	5.832	25.1	0.0	0.0	0.0
106.1	5108.507	510.85069999999996	-6.061	1.081	106.00112	0.0	0.0	0.0
24.0	5108.51	510.851	-3.6	3.553	24.0	0.0	0.0	0.0
24.0	5108.512	510.85119999999995	-2.65	4.851	24.0	0.0	0.0	0.0
112.1	5108.553	510.8553	-3.009	0.525	112.00124	0.0	0.0	0.0
26.0	5108.615	510.8615	-2.35	4.603	26.0	0.0	0.0	0.0
112.1	5108.629	510.86289999999997	0.488	0.544	112.00124	0.0	0.0	0.0
25.0	5108.647	510.86469999999997	-3.38	4.791	25.0	0.0	0.0	0.0
112.1	5108.65	510.86499999999995	0.288	0.525	112.00124	0.0	0.0	0.0
106.1	5108.704	510.87039999999996	-8.563	1.567	106.00112	0.0	0.0	0.0
106.1	5108.715	510.8715	-3.717	1.0	106.00112	0.0	0.0	0.0
106.1	5108.734	510.87340000000006	-8.657	1.0	106.00112	0.0	0.0	0.0
112.1	5108.734	510.87340000000006	0.488	0.543	112.00125	0.0	0.0	0.0
106.1	5108.756	510.8756	-6.069	1.081	106.00112	0.0	0.0	0.0
106.1	5108.763	510.8763	-11.088	1.567	106.00112	0.0	0.0	0.0
112.1	5108.766	510.87659999999994	-3.18	0.544	112.00124	0.0	0.0	0.0
26.0	5108.767	510.87669999999997	-1.93	4.952	26.0	0.0	0.0	0.0
106.1	5108.769	510.87690000000003	-11.418	1.64	106.00112	0.0	0.0	0.0
106.1	5108.781	510.8781	-6.798	2.158	106.00113	0.0	0.0	0.0
24.0	5108.789	510.8789	-2.6	4.189	24.0	0.0	0.0	0.0
106.1	5108.804	510.8804	-3.123	1.081	106.00112	0.0	0.0	0.0
112.1	5108.828	510.88280000000003	0.488	0.543	112.00126	0.0	0.0	0.0
22.1	5108.843	510.8843	-6.4	1.236	22.1	0.0	0.0	0.0
106.1	5108.852	510.8852	-6.866	2.167	106.00112	0.0	0.0	0.0
106.1	5108.858	510.8858	-8.515	1.64	106.00112	0.0	0.0	0.0
112.1	5108.86	510.88599999999997	-3.179	0.544	112.00124	0.0	0.0	0.0
27.0	5108.898	510.88980000000004	-0.37	3.927	27.0	0.0	0.0	0.0
64.1	5108.9	510.89	-0.34	1.657	64.1	0.0	0.0	0.0
114.1	5108.912	510.8912	-2.659	1.674	114.00128	0.0	0.0	0.0
24.0	5108.914	510.8914	-2.22	2.706	24.0	0.0	0.0	0.0
114.1	5108.932	510.8932	-2.659	1.674	114.00128	0.0	0.0	0.0
112.1	5108.997	510.89970000000005	0.506	0.544	112.00124	0.0	0.0	0.0
114.1	5109.034	510.9034	-1.99	1.831	114.00128	0.0	0.0	0.0
21.0	5109.062	510.9062	-0.28	2.134	21.0	0.0	0.0	0.0
24.1	5109.083	510.90829999999994	-3.92	6.798	24.1	0.0	0.0	0.0
106.1	5109.085	510.9085	-8.828	1.641	106.00112	0.0	0.0	0.0
112.1	5109.101	510.91009999999994	0.506	0.543	112.00125	0.0	0.0	0.0
106.1	5109.103	510.9103	-7.414	2.438	106.00112	0.0	0.0	0.0
112.1	5109.104	510.91040000000004	-0.051	0.267	112.00124	0.0	0.0	0.0
106.1	5109.174	510.9174	-12.246	1.641	106.00112	0.0	0.0	0.0
112.1	5109.178	510.9178	-1.966	0.268	112.00124	0.0	0.0	0.0
112.1	5109.197	510.91970000000003	0.506	0.543	112.00126	0.0	0.0	0.0
106.1	5109.203	510.92030000000005	-5.846	1.382	106.00112	0.0	0.0	0.0
112.1	5109.205	510.9205	-0.051	0.267	112.00125	0.0	0.0	0.0
114.1	5109.246	510.9246	-1.913	1.779	114.00128	0.0	0.0	0.0
112.1	5109.299	510.9299	-0.051	0.267	112.00126	0.0	0.0	0.0
114.1	5109.348	510.9348	-1.913	1.779	114.00128	0.0	0.0	0.0
73.1	5109.378	510.9378	-1.48	1.201	73.1	0.0	0.0	0.0
106.1	5109.419	510.9419	-3.086	1.285	106.00113	0.0	0.0	0.0
114.1	5109.419	510.9419	-2.496	1.709	114.00128	0.0	0.0	0.0
114.1	5109.422	510.94219999999996	-1.99	1.831	114.00128	0.0	0.0	0.0
22.0	5109.432	510.9432	-1.54	1.442	22.0	0.0	0.0	0.0
106.1	5109.452	510.9452	-3.779	1.971	106.00113	0.0	0.0	0.0
106.1	5109.46	510.946	-3.652	1.0	106.00112	0.0	0.0	0.0
26.0	5109.488	510.9488	-6.34	2.557	26.0	0.0	0.0	0.0
106.1	5109.501	510.9501	-7.194	2.06	106.00112	0.0	0.0	0.0
22.0	5109.507	510.9507	-0.56	3.58	22.0	0.0	0.0	0.0
112.1	5109.546	510.9546	-2.342	0.51	112.00124	0.0	0.0	0.0
112.1	5109.554	510.9554	-0.802	0.51	112.00124	0.0	0.0	0.0
23.0	5109.556	510.95559999999995	-4.71	1.194	23.0	0.0	0.0	0.0
106.1	5109.576	510.9576	-8.343	1.612	106.00113	0.0	0.0	0.0
114.1	5109.591	510.95910000000003	-2.496	1.709	114.00128	0.0	0.0	0.0
106.1	5109.6	510.96000000000004	-7.111	1.285	106.00113	0.0	0.0	0.0
112.1	5109.618	510.96180000000004	-0.022	0.268	112.00124	0.0	0.0	0.0
15.0	5109.625	510.9625	-1.09	6.98	15.0	0.0	0.0	0.0
106.1	5109.64	510.96400000000006	-5.977	1.971	106.00113	0.0	0.0	0.0
26.0	5109.652	510.9652	-0.98	4.298	26.0	0.0	0.0	0.0
114.1	5109.663	510.96629999999993	-3.187	1.23	114.00128	0.0	0.0	0.0
106.1	5109.687	510.9687	-11.6	1.612	106.00113	0.0	0.0	0.0
106.1	5109.69	510.96899999999994	-3.036	1.285	106.00113	0.0	0.0	0.0
106.1	5109.696	510.9696	-3.754	2.058	106.00112	0.0	0.0	0.0
42.0	5109.708	510.97079999999994	-1.01	2.521	42.0	0.0	0.0	0.0
112.1	5109.722	510.9722	-0.022	0.267	112.00125	0.0	0.0	0.0
114.1	5109.724	510.9724	-3.187	1.23	114.00128	0.0	0.0	0.0
26.0	5109.725	510.9725	-4.3	3.94	26.0	0.0	0.0	0.0
106.1	5109.773	510.9773	-3.797	1.971	106.00113	0.0	0.0	0.0
22.0	5109.774	510.97740000000005	-2.54	2.266	22.0	0.0	0.0	0.0
28.1	5109.775	510.97749999999996	-2.92	6.468	28.1	0.0	0.0	0.0
73.0	5109.783	510.97830000000005	-2.59	0.696	73.0	0.0	0.0	0.0
112.1	5109.817	510.9817	-0.022	0.267	112.00126	0.0	0.0	0.0
106.1	5109.84	510.98400000000004	-11.179	1.612	106.00113	0.0	0.0	0.0
24.0	5109.885	510.98850000000004	-3.52	5.316	24.0	0.0	0.0	0.0
106.1	5109.9	510.98999999999995	-5.983	2.058	106.00112	0.0	0.0	0.0
106.1	5109.95	510.995	-8.518	1.612	106.00113	0.0	0.0	0.0
26.0	5109.968	510.9968	-4.3	4.604	26.0	0.0	0.0	0.0
106.1	5109.992	510.99920000000003	-3.776	2.058	106.00112	0.0	0.0	0.0
26.0	5110.004	511.0004	-1.59	5.006	26.0	0.0	0.0	0.0
112.1	5110.073	511.00730000000004	-1.788	0.064	112.00124	0.0	0.0	0.0
112.1	5110.087	511.00870000000003	-1.185	0.508	112.00124	0.0	0.0	0.0
112.1	5110.223	511.0223	-1.439	0.351	112.00124	0.0	0.0	0.0
26.0	5110.269	511.0269	-0.95	4.952	26.0	0.0	0.0	0.0
59.1	5110.298	511.02979999999997	-3.566	0.508	59.1141	0.0	0.0	0.0
59.1	5110.3	511.03000000000003	-3.238	0.508	59.1141	0.0	0.0	0.0
59.1	5110.304	511.0304	-3.151	0.508	59.1141	0.0	0.0	0.0
26.0	5110.308	511.0308	-3.31	4.603	26.0	0.0	0.0	0.0
59.1	5110.308	511.0308	-3.297	0.508	59.1141	0.0	0.0	0.0
66.0	5110.324	511.03239999999994	0.8	2.423	66.0	0.0	0.0	0.0
59.1	5110.335	511.0335	-2.079	0.508	59.1141	0.0	0.0	0.0
59.1	5110.338	511.0338	-1.889	0.508	59.1141	0.0	0.0	0.0
59.1	5110.342	511.03419999999994	-1.835	0.508	59.1141	0.0	0.0	0.0
59.1	5110.347	511.0347	-1.877	0.508	59.1141	0.0	0.0	0.0
59.1	5110.353	511.0353	-2.067	0.508	59.1141	0.0	0.0	0.0
74.0	5110.353	511.0353	-1.65	1.867	74.0	0.0	0.0	0.0
59.1	5110.354	511.03540000000004	-1.41	0.508	59.1141	0.0	0.0	0.0
26.0	5110.358	511.0358	-1.41	3.571	26.0	0.0	0.0	0.0
59.1	5110.364	511.03639999999996	-1.301	0.508	59.1141	0.0	0.0	0.0
42.0	5110.365	511.0365	-1.67	2.756	42.0	0.0	0.0	0.0
59.1	5110.376	511.0376	-1.192	0.508	59.1141	0.0	0.0	0.0
59.1	5110.389	511.0389	-1.087	0.508	59.1141	0.0	0.0	0.0
59.1	5110.402	511.0402	-0.988	0.508	59.1141	0.0	0.0	0.0
26.0	5110.413	511.0413	-3.76	0.0	26.0	0.0	0.0	0.0
59.1	5110.416	511.0416	-0.895	0.508	59.1141	0.0	0.0	0.0
106.1	5110.441	511.04409999999996	-8.756	1.55	106.00113	0.0	0.0	0.0
26.0	5110.443	511.0443	-2.46	4.257	26.0	0.0	0.0	0.0
24.1	5110.512	511.0512	-2.47	6.681	24.1	0.0	0.0	0.0
106.1	5110.563	511.0563	-6.316	2.159	106.00113	0.0	0.0	0.0
24.0	5110.749	511.07489999999996	-1.32	2.707	24.0	0.0	0.0	0.0
59.1	5110.76	511.076	0.32	1.147	59.1	0.0	0.0	0.0
27.0	5110.794	511.07939999999996	-2.9	4.229	27.0	0.0	0.0	0.0
76.0	5110.823	511.08230000000003	-2.61	1.368	76.0	0.0	0.0	0.0
46.0	5110.841	511.08410000000003	0.13	4.392	46.0	0.0	0.0	0.0
90.1	5110.864	511.08639999999997	-0.88	2.052	90.1	0.0	0.0	0.0
112.1	5110.976	511.09759999999994	0.235	0.504	112.00124	0.0	0.0	0.0
23.0	5110.998	511.09979999999996	-4.05	1.941	23.0	0.0	0.0	0.0
22.0	5111.041	511.1041	-1.14	3.164	22.0	0.0	0.0	0.0
106.1	5111.048	511.10479999999995	-9.945	1.536	106.00113	0.0	0.0	0.0
112.1	5111.067	511.1067	-2.982	0.504	112.00124	0.0	0.0	0.0
106.1	5111.078	511.10780000000005	-5.519	2.4	106.00112	0.0	0.0	0.0
106.1	5111.139	511.1139	-3.649	2.4	106.00112	0.0	0.0	0.0
106.1	5111.144	511.11440000000005	-10.853	1.55	106.00113	0.0	0.0	0.0
62.1	5111.15	511.11499999999995	-2.33	0.333	62.1	0.0	0.0	0.0
23.0	5111.189	511.11890000000005	-0.37	3.113	23.0	0.0	0.0	0.0
20.0	5111.19	511.11899999999997	-2.17	5.177	20.0	0.0	0.0	0.0
24.0	5111.209	511.1209	-3.42	4.189	24.0	0.0	0.0	0.0
114.1	5111.221	511.12209999999993	-3.528	1.198	114.00128	0.0	0.0	0.0
106.1	5111.242	511.12420000000003	-3.924	2.4	106.00112	0.0	0.0	0.0
112.1	5111.257	511.12569999999994	0.641	0.549	112.00124	0.0	0.0	0.0
20.0	5111.257	511.12569999999994	-5.52	5.317	20.0	0.0	0.0	0.0
112.1	5111.284	511.12839999999994	-0.409	0.367	112.00124	0.0	0.0	0.0
106.1	5111.298	511.1298	-8.621	1.55	106.00113	0.0	0.0	0.0
112.1	5111.31	511.13100000000003	-2.982	0.504	112.00124	0.0	0.0	0.0
112.1	5111.318	511.1318	-1.735	0.367	112.00124	0.0	0.0	0.0
26.0	5111.355	511.1355	-3.7	3.544	26.0	0.0	0.0	0.0
112.1	5111.381	511.1381	0.641	0.548	112.00125	0.0	0.0	0.0
23.0	5111.382	511.1382	-4.16	3.88	23.0	0.0	0.0	0.0
112.1	5111.402	511.1402	0.263	0.504	112.00124	0.0	0.0	0.0
114.1	5111.413	511.14129999999994	-3.528	1.198	114.00128	0.0	0.0	0.0
112.1	5111.421	511.1421	-3.284	0.549	112.00124	0.0	0.0	0.0
26.0	5111.444	511.1444	-4.17	3.271	26.0	0.0	0.0	0.0
112.1	5111.448	511.14480000000003	-3.284	0.549	112.00124	0.0	0.0	0.0
23.1	5111.458	511.14579999999995	-4.06	6.659	23.1	0.0	0.0	0.0
112.1	5111.491	511.1491	0.641	0.547	112.00126	0.0	0.0	0.0
106.1	5111.496	511.1496	-5.203	0.988	106.00112	0.0	0.0	0.0
23.0	5111.544	511.1544	-3.43	2.573	23.0	0.0	0.0	0.0
58.0	5111.61	511.16099999999994	-0.32	0.59	58.0	0.0	0.0	0.0
112.1	5111.613	511.16130000000004	0.656	0.549	112.00124	0.0	0.0	0.0
20.0	5111.625	511.1625	-2.06	5.685	20.0	0.0	0.0	0.0
112.1	5111.736	511.17359999999996	0.656	0.548	112.00125	0.0	0.0	0.0
112.1	5111.847	511.18469999999996	0.656	0.547	112.00126	0.0	0.0	0.0
26.0	5111.855	511.18549999999993	-0.66	4.909	26.0	0.0	0.0	0.0
25.1	5111.868	511.18680000000006	-5.38	5.563	25.1	0.0	0.0	0.0
23.0	5111.873	511.18729999999994	-4.42	2.113	23.0	0.0	0.0	0.0
29.0	5111.915	511.1915	-1.08	5.565	29.0	0.0	0.0	0.0
64.1	5111.92	511.192	-1.48	1.574	64.1	0.0	0.0	0.0
28.0	5111.952	511.1952	-4.11	5.359	28.0	0.0	0.0	0.0
106.1	5111.982	511.1982	-3.124	1.105	106.00113	0.0	0.0	0.0
106.1	5112.037	511.2037	-6.08	1.105	106.00113	0.0	0.0	0.0
106.1	5112.046	511.2046	-3.261	2.436	106.00113	0.0	0.0	0.0
24.1	5112.08	511.20799999999997	-2.75	6.798	24.1	0.0	0.0	0.0
112.1	5112.093	511.2093	-0.365	0.367	112.00124	0.0	0.0	0.0
22.0	5112.111	511.2111	-1.67	3.164	22.0	0.0	0.0	0.0
72.0	5112.13	511.213	-2.36	0.699	72.0	0.0	0.0	0.0
27.0	5112.14	511.21400000000006	-4.89	3.527	27.0	0.0	0.0	0.0
19.0	5112.212	511.22120000000007	-3.04	1.616	19.0	0.0	0.0	0.0
106.1	5112.214	511.2214	-7.326	1.309	106.00113	0.0	0.0	0.0
106.1	5112.233	511.2233	-6.11	1.105	106.00113	0.0	0.0	0.0
19.0	5112.246	511.2246	-2.08	1.616	19.0	0.0	0.0	0.0
40.1	5112.27	511.22700000000003	-0.85	1.665	40.1	0.0	0.0	0.0
106.1	5112.288	511.2288	-3.052	1.105	106.00113	0.0	0.0	0.0
62.1	5112.294	511.2294	-1.25	0.884	62.1	0.0	0.0	0.0
106.1	5112.296	511.2296	-3.334	2.436	106.00113	0.0	0.0	0.0
106.1	5112.349	511.23490000000004	-5.709	2.436	106.00113	0.0	0.0	0.0
27.1	5112.446	511.2446	-4.61	3.405	27.1	0.0	0.0	0.0
23.1	5112.475	511.24750000000006	-4.73	6.096	23.1	0.0	0.0	0.0
24.0	5112.485	511.2485	-3.7	1.003	24.0	0.0	0.0	0.0
58.1	5112.543	511.25429999999994	-1.83	1.026	58.1	0.0	0.0	0.0
112.1	5112.599	511.2599	0.47	0.515	112.00124	0.0	0.0	0.0
106.1	5112.634	511.2634	-6.539	1.748	106.00113	0.0	0.0	0.0
112.1	5112.675	511.26750000000004	0.135	0.168	112.00124	0.0	0.0	0.0
112.1	5112.698	511.26980000000003	0.47	0.514	112.00125	0.0	0.0	0.0
58.0	5112.704	511.2704	0.11	0.552	58.0	0.0	0.0	0.0
112.1	5112.731	511.2731	-3.159	0.515	112.00124	0.0	0.0	0.0
26.0	5112.774	511.27740000000006	-8.51	3.692	26.0	0.0	0.0	0.0
112.1	5112.776	511.2776	-2.061	0.168	112.00124	0.0	0.0	0.0
112.1	5112.787	511.2787	0.47	0.513	112.00126	0.0	0.0	0.0
112.1	5112.794	511.2794	0.135	0.168	112.00125	0.0	0.0	0.0
112.1	5112.816	511.28159999999997	-1.187	0.51	112.00124	0.0	0.0	0.0
112.1	5112.825	511.28249999999997	-1.488	0.51	112.00124	0.0	0.0	0.0
112.1	5112.837	511.28370000000007	-3.159	0.515	112.00124	0.0	0.0	0.0
21.0	5112.849	511.2849	-0.41	2.144	21.0	0.0	0.0	0.0
112.1	5112.904	511.29040000000003	0.135	0.168	112.00126	0.0	0.0	0.0
24.0	5112.912	511.2912	-4.14	3.102	24.0	0.0	0.0	0.0
26.0	5112.917	511.29170000000005	-2.61	4.952	26.0	0.0	0.0	0.0
112.1	5112.969	511.2969	0.49	0.515	112.00124	0.0	0.0	0.0
24.1	5112.982	511.2982	-4.33	6.8	24.1	0.0	0.0	0.0
112.1	5113.068	511.3068	0.49	0.514	112.00125	0.0	0.0	0.0
27.0	5113.12	511.312	-1.56	4.107	27.0	0.0	0.0	0.0
24.0	5113.126	511.31260000000003	-1.48	2.708	24.0	0.0	0.0	0.0
112.1	5113.148	511.3148	0.158	0.168	112.00124	0.0	0.0	0.0
112.1	5113.158	511.3158	0.49	0.513	112.00126	0.0	0.0	0.0
114.1	5113.214	511.3214	-3.274	1.206	114.00128	0.0	0.0	0.0
27.0	5113.22	511.322	-2.24	2.079	27.0	0.0	0.0	0.0
26.0	5113.234	511.32340000000005	-1.95	4.214	26.0	0.0	0.0	0.0
106.1	5113.242	511.3242	-6.865	2.161	106.00113	0.0	0.0	0.0
106.1	5113.258	511.32579999999996	-7.326	1.314	106.00112	0.0	0.0	0.0
112.1	5113.269	511.3269	0.158	0.168	112.00125	0.0	0.0	0.0
114.1	5113.302	511.3302	-2.311	1.678	114.00128	0.0	0.0	0.0
112.1	5113.379	511.3379	0.158	0.168	112.00126	0.0	0.0	0.0
23.0	5113.413	511.34129999999993	-2.86	1.798	23.0	0.0	0.0	0.0
106.1	5113.429	511.3429	-3.651	1.013	106.00113	0.0	0.0	0.0
22.0	5113.44	511.34399999999994	-0.7	1.442	22.0	0.0	0.0	0.0
106.1	5113.455	511.3455	-8.02	1.013	106.00113	0.0	0.0	0.0
106.1	5113.478	511.3478	-6.257	2.161	106.00113	0.0	0.0	0.0
114.1	5113.529	511.35290000000003	-2.311	1.679	114.00128	0.0	0.0	0.0
26.0	5113.547	511.3547	-1.8	4.952	26.0	0.0	0.0	0.0
114.1	5113.554	511.35540000000003	-2.66	1.481	114.00128	0.0	0.0	0.0
112.1	5113.559	511.3559	0.205	0.485	112.00124	0.0	0.0	0.0
22.0	5113.603	511.3603	-5.1	1.748	22.0	0.0	0.0	0.0
112.1	5113.645	511.3645	-2.904	0.485	112.00124	0.0	0.0	0.0
114.1	5113.674	511.3674	-3.274	1.206	114.00128	0.0	0.0	0.0
24.1	5113.785	511.3785	-7.49	3.736	24.1	0.0	0.0	0.0
106.1	5113.791	511.3791	-6.539	1.754	106.00112	0.0	0.0	0.0
15.0	5113.8	511.38	-2.0	6.93	15.0	0.0	0.0	0.0
24.0	5113.822	511.3822	-5.03	0.96	24.0	0.0	0.0	0.0
26.0	5113.888	511.3888	-2.4	4.984	26.0	0.0	0.0	0.0
22.0	5113.91	511.39099999999996	-2.0	2.248	22.0	0.0	0.0	0.0
112.1	5113.936	511.3936	-2.958	0.485	112.00124	0.0	0.0	0.0
69.0	5113.97	511.39700000000005	-2.14	0.0	69.0	0.0	0.0	0.0
